dicots 	 Acaena_ovalifolia 	 genomic_data 	 drAcaOval1 	 hic-arima2
monocots 	 Carex_pendula 	 genomic_data 	 lpCarPend1 	 pacbio
monocots 	 Carex_pulicaris 	 genomic_data 	 lpCarPuli1 	 hic-arima2
monocots 	 Carex_pulicaris 	 genomic_data 	 lpCarPuli1 	 pacbio
monocots 	 Carex_remota 	 genomic_data 	 lpCarRemo1 	 hic-arima2
monocots 	 Carex_remota 	 genomic_data 	 lpCarRemo1 	 pacbio
monocots 	 Carex_riparia 	 genomic_data 	 lpCarRipa1 	 hic-arima2
monocots 	 Carex_rostrata 	 genomic_data 	 lpCarRost1 	 hic-arima2
monocots 	 Carex_rostrata 	 genomic_data 	 lpCarRost1 	 pacbio
monocots 	 Carex_rupestris 	 genomic_data 	 lpCarRupe1 	 hic-arima2
monocots 	 Carex_sylvatica 	 genomic_data 	 lpCarSylv1 	 hic-arima2
monocots 	 Carex_sylvatica 	 genomic_data 	 lpCarSylv1 	 pacbio
monocots 	 Catapodium_rigidum 	 genomic_data 	 lpCatRigi1 	 hic-arima2
monocots 	 Cephalanthera_damasonium 	 genomic_data 	 lsCepDama1 	 hic-arima2
monocots 	 Cephalanthera_damasonium 	 genomic_data 	 lsCepDama1 	 pacbio
monocots 	 Cephalanthera_damasonium 	 genomic_data 	 lsCepDama2 	 pacbio
monocots 	 Cephalanthera_longifolia 	 genomic_data 	 lsCepLong1 	 hic-arima2
monocots 	 Cephalanthera_longifolia 	 genomic_data 	 lsCepLong2 	 pacbio
monocots 	 Cephalanthera_longifolia 	 genomic_data 	 lsCepLong3 	 pacbio
monocots 	 Cladium_mariscus 	 genomic_data 	 lpClaMari1 	 hic-arima2
monocots 	 Cladium_mariscus 	 genomic_data 	 lpClaMari1 	 pacbio
monocots 	 Colchicum_autumnale 	 genomic_data 	 llColAutu1 	 hic-arima2
monocots 	 Colchicum_autumnale 	 genomic_data 	 llColAutu1 	 pacbio
monocots 	 Convallaria_majalis 	 genomic_data 	 lsConMaja1 	 hic-arima2
monocots 	 Convallaria_majalis 	 genomic_data 	 lsConMaja1 	 pacbio
monocots 	 Crocosmia_x_crocosmiiflora 	 genomic_data 	 lsCroCroc1 	 hic-arima2
monocots 	 Crocosmia_x_crocosmiiflora 	 genomic_data 	 lsCroCroc1 	 pacbio
monocots 	 Crocus_tommasinianus 	 genomic_data 	 lsCroTomm1 	 hic-arima2
monocots 	 Crocus_tommasinianus 	 genomic_data 	 lsCroTomm1 	 pacbio
monocots 	 Cynosurus_cristatus 	 genomic_data 	 lpCynCris1 	 hic-arima2
monocots 	 Cynosurus_cristatus 	 genomic_data 	 lpCynCris1 	 pacbio
monocots 	 Cyperus_fuscus 	 genomic_data 	 lpCypFusc1 	 hic-arima2
monocots 	 Cyperus_fuscus 	 genomic_data 	 lpCypFusc1 	 pacbio
monocots 	 Cypripedium_calceolus 	 genomic_data 	 lsCypCalc1 	 hic-arima2
monocots 	 Dactylis_glomerata 	 genomic_data 	 lpDacGlom1 	 hic-arima2
monocots 	 Dactylis_glomerata 	 genomic_data 	 lpDacGlom1 	 pacbio
monocots 	 Dactylorhiza_fuchsii 	 genomic_data 	 lsDacFuch1 	 hic-arima2
monocots 	 Dactylorhiza_fuchsii 	 genomic_data 	 lsDacFuch1 	 pacbio
monocots 	 Dactylorhiza_incarnata 	 genomic_data 	 lsDacInca1 	 hic-arima2
monocots 	 Dactylorhiza_incarnata 	 genomic_data 	 lsDacInca1 	 pacbio
monocots 	 Dactylorhiza_maculata 	 genomic_data 	 lsDacMacu1 	 hic-arima2
monocots 	 Dactylorhiza_maculata 	 genomic_data 	 lsDacMacu1 	 pacbio
monocots 	 Dactylorhiza_purpurella 	 genomic_data 	 lsDacPurp1 	 hic-arima2
monocots 	 Dactylorhiza_purpurella 	 genomic_data 	 lsDacPurp1 	 pacbio
monocots 	 Dactylorhiza_viridis 	 genomic_data 	 lsDacViri1 	 pacbio
monocots 	 Dactylorhiza_viridis 	 genomic_data 	 lsDacViri2 	 hic-arima2
monocots 	 Danthonia_decumbens 	 genomic_data 	 lpDanDecu1 	 10x
monocots 	 Danthonia_decumbens 	 genomic_data 	 lpDanDecu1 	 hic-arima2
monocots 	 Danthonia_decumbens 	 genomic_data 	 lpDanDecu1 	 pacbio
monocots 	 Deschampsia_cespitosa 	 genomic_data 	 lpDesCesp1 	 hic-arima2
monocots 	 Deschampsia_cespitosa 	 genomic_data 	 lpDesCesp1 	 pacbio
monocots 	 Digitaria_sanguinalis 	 genomic_data 	 lpDigSang1 	 hic-arima2
monocots 	 Digitaria_sanguinalis 	 genomic_data 	 lpDigSang1 	 pacbio
monocots 	 Dioscorea_communis 	 genomic_data 	 ldDioComm1 	 10x
monocots 	 Dioscorea_communis 	 genomic_data 	 ldDioComm2 	 hic-arima2
monocots 	 Dioscorea_communis 	 genomic_data 	 ldDioComm4 	 pacbio
monocots 	 Dracunculus_vulgaris 	 genomic_data 	 laDraVulg1 	 hic-arima2
monocots 	 Dracunculus_vulgaris 	 genomic_data 	 laDraVulg1 	 pacbio
monocots 	 Eleocharis_palustris 	 genomic_data 	 lpElePalu1 	 pacbio
monocots 	 Eleocharis_parvula 	 genomic_data 	 lpEleParv1 	 hic-arima2
monocots 	 Eleocharis_quinqueflora 	 genomic_data 	 lpEleQuin1 	 hic-arima2
monocots 	 Eleocharis_quinqueflora 	 genomic_data 	 lpEleQuin1 	 pacbio
monocots 	 Elodea_nuttallii 	 genomic_data 	 laEloNutt1 	 hic-arima2
monocots 	 Elodea_nuttallii 	 genomic_data 	 laEloNutt1 	 pacbio
monocots 	 Elymus_repens 	 genomic_data 	 lpElyRepn1 	 hic-arima2
monocots 	 Epipactis_palustris 	 genomic_data 	 lsEpiPalu1 	 hic-arima2
monocots 	 Epipactis_palustris 	 genomic_data 	 lsEpiPalu1 	 pacbio
monocots 	 Epipactis_purpurata 	 genomic_data 	 lsEpiPurp1 	 hic-arima2
monocots 	 Epipactis_purpurata 	 genomic_data 	 lsEpiPurp1 	 pacbio
monocots 	 Eriocaulon_aquaticum 	 genomic_data 	 lpEriAqua1 	 hic-arima2
monocots 	 Eriocaulon_aquaticum 	 genomic_data 	 lpEriAqua1 	 pacbio
monocots 	 Eriophorum_vaginatum 	 genomic_data 	 lpEriVagi1 	 hic-arima2
monocots 	 Eriophorum_vaginatum 	 genomic_data 	 lpEriVagi1 	 pacbio
monocots 	 Festuca_arundinacea 	 genomic_data 	 lpFesArun1 	 hic-arima2
monocots 	 Festuca_arundinacea 	 genomic_data 	 lpFesArun1 	 pacbio
monocots 	 Festuca_gigantea 	 genomic_data 	 lpFesGiga1 	 hic-arima2
monocots 	 Festuca_heterophylla 	 genomic_data 	 lpFesHete1 	 hic-arima2
monocots 	 Festuca_heterophylla 	 genomic_data 	 lpFesHete1 	 pacbio
monocots 	 Festuca_myuros 	 genomic_data 	 lpFesMyur1 	 pacbio
monocots 	 Festuca_ovina 	 genomic_data 	 lpFesOvin2 	 pacbio
monocots 	 Festuca_rubra 	 genomic_data 	 lpFesRubr2 	 hic-arima2
monocots 	 Festuca_rubra 	 genomic_data 	 lpFesRubr2 	 pacbio
monocots 	 Festuca_vivipara 	 genomic_data 	 lpFesVivi1 	 pacbio
monocots 	 Festuca_vivipara 	 genomic_data 	 lpFesVivi2 	 hic-arima2
monocots 	 Fritillaria_meleagris 	 genomic_data 	 llFriMele1 	 hic-arima2
monocots 	 Fritillaria_meleagris 	 genomic_data 	 llFriMele1 	 pacbio
monocots 	 Gagea_bohemica 	 genomic_data 	 llGagBohe3 	 pacbio
monocots 	 Gagea_lutea 	 genomic_data 	 llGagLute1 	 hic-arima2
monocots 	 Gagea_lutea 	 genomic_data 	 llGagLute1 	 pacbio
monocots 	 Galanthus_nivalis 	 genomic_data 	 lsGalNiva1 	 hic-arima2
monocots 	 Galanthus_nivalis 	 genomic_data 	 lsGalNiva1 	 pacbio
monocots 	 Glyceria_fluitans 	 genomic_data 	 lpGlyFlui1 	 hic-arima2
monocots 	 Glyceria_fluitans 	 genomic_data 	 lpGlyFlui1 	 pacbio
monocots 	 Glyceria_maxima 	 genomic_data 	 lpGlyMaxi1 	 hic-arima2
monocots 	 Glyceria_maxima 	 genomic_data 	 lpGlyMaxi1 	 pacbio
monocots 	 Helictochloa_pratensis 	 genomic_data 	 lpHelPran1 	 pacbio
monocots 	 Hierochloe_odorata 	 genomic_data 	 lpHieOdor1 	 hic-arima2
monocots 	 Hierochloe_odorata 	 genomic_data 	 lpHieOdor1 	 pacbio
monocots 	 Holcus_lanatus 	 genomic_data 	 lpHolLana1 	 hic-arima2
monocots 	 Holcus_lanatus 	 genomic_data 	 lpHolLana1 	 pacbio
monocots 	 Holcus_mollis 	 genomic_data 	 lpHolMoll1 	 10x
monocots 	 Holcus_mollis 	 genomic_data 	 lpHolMoll1 	 hic-arima2
monocots 	 Holcus_mollis 	 genomic_data 	 lpHolMoll1 	 pacbio
monocots 	 Hordeum_murinum 	 genomic_data 	 lpHorMuri1 	 hic-arima2
monocots 	 Hordeum_murinum 	 genomic_data 	 lpHorMuri1 	 pacbio
monocots 	 Hordeum_vulgare 	 genomic_data 	 lpHorVulg1 	 hic-arima2
monocots 	 Hordeum_vulgare 	 genomic_data 	 lpHorVulg1 	 ont
monocots 	 Hordeum_vulgare 	 genomic_data 	 lpHorVulg1 	 pacbio
monocots 	 Hyacinthoides_hispanica 	 genomic_data 	 lsHyaHisp1 	 hic-arima2
monocots 	 Hyacinthoides_hispanica 	 genomic_data 	 lsHyaHisp1 	 pacbio
monocots 	 Hyacinthoides_non_scripta 	 genomic_data 	 lsHyaNons1 	 hic-arima2
monocots 	 Hyacinthoides_non_scripta 	 genomic_data 	 lsHyaNons1 	 ont
monocots 	 Hyacinthoides_non_scripta 	 genomic_data 	 lsHyaNons1 	 pacbio
monocots 	 Iris_foetidissima 	 genomic_data 	 lsIriFoet1 	 hic-arima2
monocots 	 Iris_foetidissima 	 genomic_data 	 lsIriFoet1 	 pacbio
monocots 	 Iris_pseudacorus 	 genomic_data 	 lsIriPseu10 	 pacbio
monocots 	 Iris_pseudacorus 	 genomic_data 	 lsIriPseu5 	 10x
monocots 	 Iris_pseudacorus 	 genomic_data 	 lsIriPseu5 	 pacbio
monocots 	 Iris_pseudacorus 	 genomic_data 	 lsIriPseu8 	 hic-arima2
monocots 	 Isolepis_cernua 	 genomic_data 	 lpIsoCern1 	 hic-arima2
monocots 	 Isolepis_cernua 	 genomic_data 	 lpIsoCern1 	 pacbio
monocots 	 Juncus_articulatus 	 genomic_data 	 lpJunArti1 	 hic-arima2
monocots 	 Juncus_articulatus 	 genomic_data 	 lpJunArti1 	 pacbio
monocots 	 Juncus_bufonius 	 genomic_data 	 lpJunBufo1 	 hic-arima2
monocots 	 Juncus_bufonius 	 genomic_data 	 lpJunBufo1 	 pacbio
monocots 	 Juncus_conglomeratus 	 genomic_data 	 lpJunCong1 	 hic-arima2
monocots 	 Juncus_conglomeratus 	 genomic_data 	 lpJunCong1 	 pacbio
monocots 	 Juncus_effusus 	 genomic_data 	 lpJunEffu1 	 10x
monocots 	 Juncus_effusus 	 genomic_data 	 lpJunEffu1 	 hic-arima2
monocots 	 Juncus_effusus 	 genomic_data 	 lpJunEffu1 	 pacbio
monocots 	 Juncus_gerardii 	 genomic_data 	 lpJunGera1 	 hic-arima2
monocots 	 Juncus_gerardii 	 genomic_data 	 lpJunGera1 	 pacbio
monocots 	 Juncus_inflexus 	 genomic_data 	 lpJunInfl1 	 hic-arima2
monocots 	 Juncus_inflexus 	 genomic_data 	 lpJunInfl1 	 pacbio
monocots 	 Juncus_squarrosus 	 genomic_data 	 lpJunSqua1 	 hic-arima2
monocots 	 Juncus_squarrosus 	 genomic_data 	 lpJunSqua1 	 pacbio
monocots 	 Koeleria_macrantha 	 genomic_data 	 lpKoeMacr1 	 pacbio
monocots 	 Leersia_oryzoides 	 genomic_data 	 lpLeeOryz1 	 hic-arima2
monocots 	 Leersia_oryzoides 	 genomic_data 	 lpLeeOryz1 	 pacbio
monocots 	 Lemna_japonica 	 genomic_data 	 laLemJapo1 	 hic-arima2
monocots 	 Lemna_japonica 	 genomic_data 	 laLemJapo1 	 pacbio
monocots 	 Lemna_minuta 	 genomic_data 	 laLemMinu1 	 hic-arima2
monocots 	 Lemna_minuta 	 genomic_data 	 laLemMinu1 	 pacbio
monocots 	 Lemna_trisulca 	 genomic_data 	 laLemTris1 	 hic-arima2
monocots 	 Lemna_trisulca 	 genomic_data 	 laLemTris1 	 pacbio
monocots 	 Leymus_arenarius 	 genomic_data 	 lpLeyAren1 	 hic-arima2
monocots 	 Leymus_arenarius 	 genomic_data 	 lpLeyAren1 	 pacbio
monocots 	 Lolium_perenne 	 genomic_data 	 lpLolPere1 	 hic-arima2
monocots 	 Lolium_perenne 	 genomic_data 	 lpLolPere1 	 pacbio
monocots 	 Luzula_campestris 	 genomic_data 	 lpLuzCamp1 	 hic-arima2
monocots 	 Luzula_campestris 	 genomic_data 	 lpLuzCamp1 	 pacbio
monocots 	 Luzula_pallescens 	 genomic_data 	 lpLuzPall1 	 hic-arima2
monocots 	 Luzula_spicata 	 genomic_data 	 lpLuzSpic1 	 hic-arima2
monocots 	 Luzula_spicata 	 genomic_data 	 lpLuzSpic1 	 pacbio
monocots 	 Luzula_sylvatica 	 genomic_data 	 lpLuzSylv1 	 hic-arima2
monocots 	 Luzula_sylvatica 	 genomic_data 	 lpLuzSylv1 	 pacbio
monocots 	 Melica_uniflora 	 genomic_data 	 lpMelUnif1 	 hic-arima2
monocots 	 Milium_effusum 	 genomic_data 	 lpMilEffu1 	 hic-arima2
monocots 	 Milium_effusum 	 genomic_data 	 lpMilEffu1 	 pacbio
monocots 	 Molinia_caerulea 	 genomic_data 	 lpMolCaer1 	 hic-arima2
monocots 	 Narcissus_pseudonarcissus 	 genomic_data 	 lsNarPseu1 	 hic-arima2
monocots 	 Narcissus_pseudonarcissus 	 genomic_data 	 lsNarPseu1 	 pacbio
monocots 	 Nardus_stricta 	 genomic_data 	 lpNarStri1 	 hic-arima2
monocots 	 Nardus_stricta 	 genomic_data 	 lpNarStri1 	 pacbio
monocots 	 Narthecium_ossifragum 	 genomic_data 	 ldNarOssi1 	 hic-arima2
monocots 	 Narthecium_ossifragum 	 genomic_data 	 ldNarOssi1 	 pacbio
monocots 	 Neottia_ovata 	 genomic_data 	 lsNeoOvat1 	 hic-arima2
monocots 	 Ophrys_apifera 	 genomic_data 	 lsOphApif1 	 hic-arima2
monocots 	 Ophrys_apifera 	 genomic_data 	 lsOphApif1 	 pacbio
monocots 	 Oreojuncus_trifidus 	 genomic_data 	 lpOreTrif1 	 pacbio
monocots 	 Oreojuncus_trifidus 	 genomic_data 	 lpOreTrif5 	 hic-arima2
monocots 	 Ornithogalum_umbellatum 	 genomic_data 	 lsOrnUmbe1 	 hic-arima2
monocots 	 Ornithogalum_umbellatum 	 genomic_data 	 lsOrnUmbe1 	 pacbio
monocots 	 Orontium_aquaticum 	 genomic_data 	 laOroAqua1 	 hic-arima2
monocots 	 Paris_quadrifolia 	 genomic_data 	 llParQuad1 	 hic-arima2
monocots 	 Paris_quadrifolia 	 genomic_data 	 llParQuad1 	 pacbio
monocots 	 Phalaris_arundinacea 	 genomic_data 	 lpPhaArun1 	 hic-arima2
monocots 	 Phalaris_arundinacea 	 genomic_data 	 lpPhaArun1 	 pacbio
monocots 	 Phleum_pratense 	 genomic_data 	 lpPhlPrat1 	 hic-arima2
monocots 	 Phleum_pratense 	 genomic_data 	 lpPhlPrat1 	 pacbio
monocots 	 Phragmites_australis 	 genomic_data 	 lpPhrAust1 	 hic-arima2
monocots 	 Phragmites_australis 	 genomic_data 	 lpPhrAust1 	 pacbio
monocots 	 Poa_alpina 	 genomic_data 	 lpPoaAlpi2 	 hic-arima2
monocots 	 Poa_alpina 	 genomic_data 	 lpPoaAlpi3 	 pacbio
monocots 	 Poa_chaixii 	 genomic_data 	 lpPoaChai1 	 hic-arima2
monocots 	 Poa_chaixii 	 genomic_data 	 lpPoaChai1 	 pacbio
monocots 	 Poa_infirma 	 genomic_data 	 lpPoaInfi1 	 hic-arima2
monocots 	 Poa_infirma 	 genomic_data 	 lpPoaInfi1 	 pacbio
monocots 	 Poa_nemoralis 	 genomic_data 	 lpPoaNemo1 	 hic-arima2
monocots 	 Poa_nemoralis 	 genomic_data 	 lpPoaNemo1 	 pacbio
monocots 	 Poa_pratensis 	 genomic_data 	 lpPoaPrat1 	 hic-arima2
monocots 	 Poa_trivialis 	 genomic_data 	 lpPoaTriv1 	 hic-arima2
monocots 	 Poa_trivialis 	 genomic_data 	 lpPoaTriv1 	 pacbio
monocots 	 Polypogon_viridis 	 genomic_data 	 lpPolViri1 	 hic-arima2
monocots 	 Polypogon_viridis 	 genomic_data 	 lpPolViri1 	 pacbio
monocots 	 Pontederia_cordata 	 genomic_data 	 lcPonCord1 	 hic-arima2
monocots 	 Pontederia_cordata 	 genomic_data 	 lcPonCord1 	 pacbio
monocots 	 Potamogeton_alpinus 	 genomic_data 	 laPotAlpi1 	 hic-arima2
monocots 	 Potamogeton_crispus 	 genomic_data 	 laPotCris1 	 hic-arima2
monocots 	 Potamogeton_crispus 	 genomic_data 	 laPotCris1 	 pacbio
monocots 	 Potamogeton_natans 	 genomic_data 	 laPotNata1 	 hic-arima2
monocots 	 Potamogeton_natans 	 genomic_data 	 laPotNata1 	 pacbio
monocots 	 Potamogeton_obtusifolius 	 genomic_data 	 laPotObtu1 	 hic-arima2
monocots 	 Potamogeton_polygonifolius 	 genomic_data 	 laPotPoly1 	 hic-arima2
monocots 	 Potamogeton_polygonifolius 	 genomic_data 	 laPotPoly1 	 pacbio
monocots 	 Potamogeton_praelongus 	 genomic_data 	 laPotPrae1 	 hic-arima2
monocots 	 Potamogeton_pusillus 	 genomic_data 	 laPotPusi1 	 hic-arima2
monocots 	 Puccinellia_maritima 	 genomic_data 	 lpPucMari1 	 hic-arima2
monocots 	 Puccinellia_maritima 	 genomic_data 	 lpPucMari1 	 pacbio
monocots 	 Rhynchospora_alba 	 genomic_data 	 lpRhyAlba1 	 hic-arima2
monocots 	 Rhynchospora_alba 	 genomic_data 	 lpRhyAlba1 	 pacbio
monocots 	 Ruppia_maritima 	 genomic_data 	 laRupMari1 	 hic-arima2
monocots 	 Ruppia_maritima 	 genomic_data 	 laRupMari1 	 pacbio
monocots 	 Ruscus_aculeatus 	 genomic_data 	 lsRusAcul1 	 hic-arima2
monocots 	 Ruscus_aculeatus 	 genomic_data 	 lsRusAcul1 	 pacbio
monocots 	 Scheuchzeria_palustris 	 genomic_data 	 laSchPalu1 	 hic-arima2
monocots 	 Schoenoplectus_lacustris 	 genomic_data 	 lpSchLacu1 	 hic-arima2
monocots 	 Schoenoplectus_lacustris 	 genomic_data 	 lpSchLacu1 	 pacbio
monocots 	 Schoenoplectus_tabernaemontani 	 genomic_data 	 lpSchTabe1 	 hic-arima2
monocots 	 Schoenoplectus_tabernaemontani 	 genomic_data 	 lpSchTabe1 	 pacbio
monocots 	 Schoenoplectus_triqueter 	 genomic_data 	 lpSchTriq1 	 hic-arima2
monocots 	 Schoenoplectus_triqueter 	 genomic_data 	 lpSchTriq1 	 pacbio
monocots 	 Schoenus_nigricans 	 genomic_data 	 lpSchNigr1 	 hic-arima2
monocots 	 Schoenus_nigricans 	 genomic_data 	 lpSchNigr1 	 pacbio
monocots 	 Scilla_verna 	 genomic_data 	 lsSciVern1 	 hic-arima2
monocots 	 Scilla_verna 	 genomic_data 	 lsSciVern1 	 pacbio
monocots 	 Scirpus_sylvaticus 	 genomic_data 	 lpSciSylv1 	 hic-arima2
monocots 	 Sesleria_caerulea 	 genomic_data 	 lpSesCaer1 	 hic-arima2
monocots 	 Sesleria_caerulea 	 genomic_data 	 lpSesCaer1 	 pacbio
monocots 	 Sparganium_emersum 	 genomic_data 	 lpSpaEmer1 	 hic-arima2
monocots 	 Sparganium_erectum 	 genomic_data 	 lpSpaErec1 	 hic-arima2
monocots 	 Sparganium_erectum 	 genomic_data 	 lpSpaErec1 	 pacbio
monocots 	 Spirodela_polyrhiza 	 genomic_data 	 laSpiPoly1 	 hic-arima2
monocots 	 Spirodela_polyrhiza 	 genomic_data 	 laSpiPoly1 	 pacbio
monocots 	 Stratiotes_aloides 	 genomic_data 	 laStrAloi1 	 hic-arima2
monocots 	 Stratiotes_aloides 	 genomic_data 	 laStrAloi1 	 pacbio
monocots 	 Stuckenia_pectinata 	 genomic_data 	 laStuPect1 	 hic-arima2
monocots 	 Stuckenia_pectinata 	 genomic_data 	 laStuPect1 	 pacbio
monocots 	 Tofieldia_pusilla 	 genomic_data 	 laTofPusi1 	 hic-arima2
monocots 	 Tofieldia_pusilla 	 genomic_data 	 laTofPusi1 	 pacbio
monocots 	 Triglochin_maritima 	 genomic_data 	 laTriMari1 	 hic-arima2
monocots 	 Triglochin_maritima 	 genomic_data 	 laTriMari1 	 pacbio
monocots 	 Triglochin_palustris 	 genomic_data 	 laTriPals1 	 hic-arima2
monocots 	 Triglochin_palustris 	 genomic_data 	 laTriPals1 	 pacbio
monocots 	 Triglochin_palustris 	 genomic_data 	 laTriPals2 	 hic-arima2
monocots 	 Trisetum_flavescens 	 genomic_data 	 lpTriFlav1 	 hic-arima2
monocots 	 Trisetum_flavescens 	 genomic_data 	 lpTriFlav1 	 pacbio
monocots 	 Tulipa_sylvestris 	 genomic_data 	 llTulSylv1 	 hic-arima2
monocots 	 Tulipa_sylvestris 	 genomic_data 	 llTulSylv1 	 pacbio
monocots 	 Typha_latifolia 	 genomic_data 	 lpTypLati1 	 10x
monocots 	 Typha_latifolia 	 genomic_data 	 lpTypLati1 	 hic-arima2
monocots 	 Typha_latifolia 	 genomic_data 	 lpTypLati1 	 pacbio
monocots 	 Xerophyllum_tenax 	 genomic_data 	 llXerTena1 	 hic-arima2
monocots 	 Xerophyllum_tenax 	 genomic_data 	 llXerTena1 	 pacbio
monocots 	 Zostera_marina 	 genomic_data 	 laZosMari16 	 pacbio
monocots 	 Zostera_marina 	 genomic_data 	 laZosMari1 	 hic-arima2
monocots 	 Zostera_marina 	 genomic_data 	 laZosMari2 	 pacbio
monocots 	 Zostera_noltei 	 genomic_data 	 laZosNolt14 	 hic-arima2
non-vascular-plants 	 Alleniella_complanata 	 genomic_data 	 cbAllComp1 	 pacbio
non-vascular-plants 	 Alleniella_complanata 	 genomic_data 	 cbAllComp2 	 hic-arima2
non-vascular-plants 	 Andreaea_alpina 	 genomic_data 	 caAndAlpi4 	 pacbio
non-vascular-plants 	 Andreaea_nivalis 	 genomic_data 	 caAndNiva3 	 pacbio
non-vascular-plants 	 Anoectangium_aestivum 	 genomic_data 	 cbAnoAest2 	 hic-arima2
non-vascular-plants 	 Anomodon_viticulosus 	 genomic_data 	 cbAnoViti1 	 pacbio
non-vascular-plants 	 Anomodon_viticulosus 	 genomic_data 	 cbAnoViti4 	 hic-arima2
non-vascular-plants 	 Antitrichia_curtipendula 	 genomic_data 	 cbAntCurt1 	 hic-arima2
non-vascular-plants 	 Antitrichia_curtipendula 	 genomic_data 	 cbAntCurt1 	 pacbio
non-vascular-plants 	 Antitrichia_curtipendula 	 genomic_data 	 cbAntCurt2 	 hic-arima2
non-vascular-plants 	 Brachythecium_rutabulum 	 genomic_data 	 cbBraRuta5 	 pacbio
non-vascular-plants 	 Brachythecium_rutabulum 	 genomic_data 	 cbBraRuta6 	 hic-arima2
non-vascular-plants 	 Bryoerythrophyllum_caledonicum 	 genomic_data 	 cbBryCale10 	 pacbio
non-vascular-plants 	 Bryoerythrophyllum_caledonicum 	 genomic_data 	 cbBryCale1 	 hic-arima2
non-vascular-plants 	 Calliergon_cordifolium 	 genomic_data 	 cbCalCord3 	 hic-arima2
non-vascular-plants 	 Calliergonella_cuspidata 	 genomic_data 	 cbCalCusp2 	 pacbio
non-vascular-plants 	 Calliergonella_cuspidata 	 genomic_data 	 cbCalCusp3 	 hic-arima2
non-vascular-plants 	 Calliergon_giganteum 	 genomic_data 	 cbCalGiga1 	 pacbio
non-vascular-plants 	 Calliergon_giganteum 	 genomic_data 	 cbCalGiga2 	 hic-arima2
non-vascular-plants 	 Camptothecium_lutescens 	 genomic_data 	 cbCamLute2 	 hic-arima2
non-vascular-plants 	 Climacium_dendroides 	 genomic_data 	 cbCliDend1 	 hic-arima2
non-vascular-plants 	 Climacium_dendroides 	 genomic_data 	 cbCliDend1 	 pacbio
non-vascular-plants 	 Climacium_dendroides 	 genomic_data 	 cbCliDend2 	 pacbio
non-vascular-plants 	 Climacium_dendroides 	 genomic_data 	 cbCliDend3 	 pacbio
non-vascular-plants 	 Conocephalum_conicum 	 genomic_data 	 cmConConi3 	 hic-arima2
non-vascular-plants 	 Conocephalum_salebrosum 	 genomic_data 	 cmConSale1 	 hic-arima2
non-vascular-plants 	 Cratoneuron_filicinum 	 genomic_data 	 cbCraFili3 	 hic-arima2
non-vascular-plants 	 Ctenidium_molluscum 	 genomic_data 	 cbCteMoll1 	 hic-arima2
non-vascular-plants 	 Ctenidium_molluscum 	 genomic_data 	 cbCteMoll3 	 pacbio
non-vascular-plants 	 Entodon_concinnus 	 genomic_data 	 cbEntConc4 	 hic-arima2
non-vascular-plants 	 Exsertotheca_crispa 	 genomic_data 	 cbExsCris4 	 hic-arima2
non-vascular-plants 	 Exsertotheca_crispa 	 genomic_data 	 cbExsCris5 	 pacbio
non-vascular-plants 	 Exsertotheca_crispa 	 genomic_data 	 cbExsCris8 	 hic-arima2
non-vascular-plants 	 Exsertotheca_crispa 	 genomic_data 	 cbExsCris9 	 hic-arima2
non-vascular-plants 	 Fontinalis_squamosa 	 genomic_data 	 cbFonSqua1 	 hic-arima2
non-vascular-plants 	 Fontinalis_squamosa 	 genomic_data 	 cbFonSqua5 	 pacbio
non-vascular-plants 	 Herbertus_borealis 	 genomic_data 	 cjHerBore17 	 pacbio
non-vascular-plants 	 Herbertus_hutchinsiae 	 genomic_data 	 cjHerHutc2 	 pacbio
non-vascular-plants 	 Herbertus_hutchinsiae 	 genomic_data 	 cjHerHutc3 	 pacbio
non-vascular-plants 	 Herbertus_stramineus 	 genomic_data 	 cjHerStra2 	 pacbio
non-vascular-plants 	 Heterocladium_heteropterum 	 genomic_data 	 cbHetHete2 	 hic-arima2
non-vascular-plants 	 Homalothecium_sericeum 	 genomic_data 	 cbHomSeri3 	 hic-arima2
non-vascular-plants 	 Hookeria_lucens 	 genomic_data 	 cbHooLuce1 	 pacbio
non-vascular-plants 	 Hygrohypnum_duriusculum 	 genomic_data 	 cbHygDuri2 	 hic-arima2
non-vascular-plants 	 Hygrohypnum_ochraceum 	 genomic_data 	 cbHygOchr4 	 hic-arima2
non-vascular-plants 	 Hylocomiadelphus_triquetrus 	 genomic_data 	 cbHylTriq10 	 hic-arima2
non-vascular-plants 	 Hylocomiadelphus_triquetrus 	 genomic_data 	 cbHylTriq8 	 10x
non-vascular-plants 	 Hylocomiadelphus_triquetrus 	 genomic_data 	 cbHylTriq8 	 pacbio
non-vascular-plants 	 Hylocomiadelphus_triquetrus 	 genomic_data 	 cbHylTriq9 	 pacbio
non-vascular-plants 	 Hylocomiastrum_umbratum 	 genomic_data 	 cbHylUmbr2 	 hic-arima2
non-vascular-plants 	 Hyocomium_armoricum 	 genomic_data 	 cbHyoArmo16 	 pacbio
non-vascular-plants 	 Hyocomium_armoricum 	 genomic_data 	 cbHyoArmo3 	 hic-arima2
non-vascular-plants 	 Hypnum_andoi 	 genomic_data 	 cbHypAndo1 	 pacbio
non-vascular-plants 	 Hypnum_andoi 	 genomic_data 	 cbHypAndo2 	 hic-arima2
non-vascular-plants 	 Hypnum_cupressiforme 	 genomic_data 	 cbHypCupr2 	 hic-arima2
