species	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent
Orobanche_hederae	daOroHede1	2	31	94.3121	96.364	3.63597	5.68786	NA	770404281	616356290	641816733	138767279	144499477	45.8611	77.2003	0.699563	0.699563
Orobanche_hederae	daOroHede2	2	31	88.2845	98.1785	1.82146	11.7155	NA	1312607130	932250589	935157595	378316373	379496064	69.3495	86.3379	0.0770076	0.0770076
Orobanche_minor	daOroMino1	2	31	95.1882	96.4029	3.5971	4.81183	NA	771875553	597121811	630342894	154413589	163004444	44.9552	79.64	0.775662	0.775662
Oxalis_acetosella	drOxaAcet3	2	31	99.1984	100	0	0.801583	NA	2379205412	1419111606	1470613682	918432961	951764521	59.8011	96.0702	0.098623	0.098623
Oxybasis_chenopodioides	dcOxyChen1	2	31	99.8339	99.8532	0.146821	0.166102	NA	450890983	192482676	192821957	258011623	258466409	88.2484	93.7887	0.149506	0.149506
Oxyria_digyna	dcOxyDigy1	2	31	72.3193	100	0	27.6807	NA	331121720	203000167	203385747	127807681	128050440	76.8354	84.4136	0.123069	0.123069
Oxytropis_halleri	drOxyHall1	4	31	NA	NA	NA	NA	NA	1073887158	658074095	666483165	409038404	414265221	71.4637	95.2624	0.114937	0.114937
Papaver_rhoeas	dmPapRhoe1	2	31	0	100	0	100	NA	11351168699 bp 	62935547	Inf	72421012	Inf	73.382	17.9951	0.0345578	0.0345578
Papaver_somniferum	dmPapSomn1	2	31	90.27	96.905	3.095	9.73002	NA	1356384265	846784761	860214667	499011384	506925645	62.8281	87.0201	0.213375	0.213375
Parietaria_judaica	drParJuda1	2	31	90.1912	95.4179	4.58206	9.80884	NA	302028896	149958246	150225603	151801889	152072534	60.9744	93.2962	0.257201	0.257201
Parnassia_palustris	drParPalu2	4	31	NA	NA	NA	NA	NA	1025482548	607929599	620314171	407316070	415613799	73.619	95.9773	0.169551	0.169551
Pastinaca_sativa	drPasSati1	2	31	87.4091	99.6699	0.330101	12.5909	NA	833979978	640629793	651360300	186480693	189604233	50.3042	81.672	0.309311	0.309311
Paulownia_tomentosa	daPauTome1	2	31	99.7159	99.7338	0.266152	0.284136	NA	560378662	218781609	219113772	341172303	341690286	85.2357	94.3438	0.0759572	0.0759572
Pedicularis_palustris	daPedPalu1	2	31	99.7984	99.8576	0.142385	0.201579	NA	2256321114	1593932561	1601663424	656943181	660129475	64.892	98.0278	0.063875	0.063875
Pedicularis_sylvatica	daPedSylv1	2	31	84.9856	100	0	15.0144	NA	1271121132	847891826	854157535	418567124	421660231	54.4573	82.2515	0.251101	0.251101
Pentaglottis_sempervirens	daPenSemp1	2	31	99.585	99.609	0.390998	0.415007	NA	936318042	541422054	542702707	393791241	394722695	81.2147	96.0526	0.0804431	0.0804431
Persicaria_amphibia	dcPerAmph1	2	31	98.7434	98.7686	1.23144	1.25663	NA	1886212006	833368882	835368725	1050585362	1053106461	82.7407	96.5887	0.106959	0.106959
Persicaria_hydropiper	dcPerHydr1	2	31	95.9937	97.1688	2.83116	4.00627	NA	31511567	26728808	28628714	3737148	4002787	43.3967	84.8202	2.99082	2.99082
Persicaria_maculosa	dcPerMacu1	4	31	NA	NA	NA	NA	NA	769349751	358661367	359626176	409656375	410758361	75.5977	88.2624	0.108724	0.108724
Persicaria_nepalensis	dcPerNepa1	2	31	91.8527	95.8229	4.17712	8.14732	NA	855617084	515447970	518493272	337656437	339651334	67.1932	89.4355	0.10271	0.10271
Petasites_albus	daPetAlbu1	2	31	98.9768	99.0273	0.972699	1.02319	NA	2895837141	1991622043	2001323040	897196614	901566771	67.7145	97.3036	0.108717	0.108717
Petasites_fragrans	daPetFrag1	2	31	99.3296	100	0	0.670415	NA	3118464548	2169125998	2226962485	908843698	933076650	57.0424	89.4393	0.189702	0.189702
Petasites_hybridus	daPetHybr1	2	31	98.858	98.8972	1.10278	1.14204	NA	2840254482	1906093298	1913973625	928314151	932152064	70.2231	96.3487	0.0795466	0.0795466
Petasites_japonicus	daPetJapo1	2	31	98.6361	98.7347	1.26532	1.36394	NA	1000478838	424295416	425797560	574418660	576452289	76.0708	96.3223	0.70028	0.70028
Phacelia_tanacetifolia	daPhaTana1	2	31	97.5533	97.5854	2.41464	2.44667	NA	588252806	328008320	328701878	259623883	260172844	82.5819	96.4023	0.108133	0.108133
Phyteuma_orbiculare	daPhyOrbi1	2	31	85.3851	100	0	14.6149	NA	570792127	418622255	424834378	147996680	150192869	52.1844	84.0973	0.345757	0.345757
Phyteuma_spicatum	daPhySpic1	2	31	99.3592	99.3975	0.602461	0.640807	NA	1135110051	766246025	769106570	366753113	368122274	71.6549	96.1959	0.111542	0.111542
Phytolacca_acinosa	dcPhyAcin1	2	31	99.7628	99.9915	0.00848853	0.237187	NA	2641365842	1503695825	1508712784	1133278318	1137059409	75.6029	97.3982	0.093165	0.093165
Pilosella_aurantiaca	daPilAura1	5	31	NA	NA	NA	NA	NA	1423165054	858376559	864201835	559991972	563792294	78.6662	92.402	0.0854473	0.0854473
Pilosella_officinarum	daPilOffi1	5	31	NA	NA	NA	NA	NA	1501490134	899891478	918346478	586511758	598539957	76.251	95.5167	0.14258	0.14258
Pimpinella_saxifraga	drPimSaxi1	4	31	NA	NA	NA	NA	NA	1737496450	1198172719	1217782613	525334321	533932205	68.3749	93.4385	0.164015	0.164015
Pinguicula_grandiflora	daPinGran1	2	31	86.4623	99.5018	0.498175	13.5377	NA	250404309	184548077	185172385	65434114	65655471	82.5924	82.9833	0.584011	0.584011
Pinguicula_vulgaris	daPinVulg1	2	31	99.8408	100	0	0.159212	NA	579125930	397339243	401041367	179113651	180782505	68.8791	89.9347	0.249927	0.249927
Plantago_coronopus	daPlaCoro1	2	31	99.185	99.2348	0.765237	0.815045	NA	615233734	392904101	395400274	220387639	221787791	71.5409	97.5861	0.0797718	0.0797718
Plantago_lanceolata	daPlaLanc1	2	31	94.6731	96.6562	3.34378	5.32689	NA	403684534	343063281	357882062	52263594	54521144	38.1561	80.0336	0.822295	0.822295
Plantago_lanceolata	daPlaLanc3	2	31	98.8171	100	0	1.18293	NA	1157327306	869292601	940745181	244083366	264146100	46.4272	75.1875	0.414648	0.414648
Plantago_major	daPlaMajo1	2	31	99.4682	99.5131	0.486899	0.531849	NA	754470681	490518375	493102051	261975730	263355618	69.8315	90.9334	0.134197	0.134197
Plantago_maritima	daPlaMari1	2	31	98.3996	98.452	1.54804	1.60042	NA	1261715765	907764358	912499952	350677449	352506851	69.415	96.7779	0.08066	0.08066
Platanus_orientalis	drPlaOrie1	2	31	99.3919	99.4066	0.593402	0.608118	NA	1802380178	480674758	481250629	1320627043	1322209218	87.9743	98.6903	0.0686331	0.0686331
Platanus_x_hispanica	drPlaXhis1	2	31	99.964	100	0	0.0359737	NA	3568166318	2238142564	2245331082	1324311939	1328565395	82.4157	96.8545	0.0971946	0.0971946
Polycarpon_tetraphyllum	dcPolTetr1	2	31	99.9547	99.9859	0.01405	0.0452723	NA	1329897683	636398249	637883942	691950704	693566085	79.2551	96.3982	0.10863	0.10863
Polygala_serpyllifolia	drPolSerp1	2	31	99.9415	99.9714	0.0286421	0.0585322	NA	371285350	175163983	175498106	195767930	196141355	78.9761	97.4714	0.282089	0.282089
Polygala_vulgaris	drPolVulg1	2	31	91.1386	97.7237	2.27634	8.86143	NA	100722343	73580306	76472696	25237250	26229309	39.9468	76.9369	1.84632	1.84632
Polygonum_aviculare	dcPolAvic1	2	31	94.6527	94.8788	5.12116	5.34731	NA	381516495	190739402	191084070	190433013	190777127	59.5761	92.5059	0.288826	0.288826
Polygonum_maritimum	dcPolMari1	2	31	67.4987	100	0	32.5013	NA	242971640	118746732	118888629	124079911	124228181	88.0141	89.1522	0.0918803	0.0918803
Populus_alba	ddPopAlba1	2	31	98.8451	98.9707	1.0293	1.15494	NA	451936086	157325986	158193676	293370669	294988677	83.7887	99.2393	0.270004	0.270004
Populus_nigra	ddPopNigr1	2	31	98.9972	99.0067	0.993305	1.00285	NA	480076928	165287102	165437299	314571900	314857752	90.8966	98.1435	0.151111	0.151111
Populus_tremula	ddPopTrem1	2	31	98.5545	98.5695	1.43048	1.44546	NA	474282703	186054822	186327256	287881150	288302685	88.4653	98.433	0.158924	0.158924
Potentilla_anglica	drPotAngl1	2	31	94.557	95.5291	4.47085	5.44297	NA	659406483	434596809	436857005	223103866	224264157	75.3252	90.543	0.168276	0.168276
Potentilla_anserina	drPotAnse1	2	31	99.1739	99.1956	0.804416	0.82614	NA	429569345	150549088	150776382	278696470	279117238	75.2699	98.1454	0.272149	0.272149
Potentilla_crantzii	drPotCran1	6	31	NA	NA	NA	NA	NA	275739956	140420658	141370475	134392999	135302045	81.6985	87.4282	0.123411	0.123411
Potentilla_erecta	drPotErec1	2	31	99.0886	99.1173	0.882691	0.911394	NA	644909084	349291043	350501133	294504781	295525069	78.7138	95.9182	0.151867	0.151867
Potentilla_indica	drPotIndi1	2	31	92.2271	96.6312	3.3688	7.77291	NA	763620856	458374626	460798679	303237698	304841330	65.3985	75.9219	0.175089	0.175089
Potentilla_reptans	drPotRept1	2	31	99.1251	99.1495	0.850545	0.874938	NA	574568248	265398682	265991718	308529058	309218469	83.1829	93.1522	0.269782	0.269782
Potentilla_sterilis	drPotSter1	2	31	94.3926	95.1044	4.89562	5.60736	NA	377665948	237473493	238803419	139140821	139920053	69.018	92.4727	0.200561	0.200561
Potentilla_verna	drPotVern1	4	31	NA	NA	NA	NA	NA	318721418	201414552	204102498	115208151	116745643	83.5007	95.048	0.154314	0.154314
Poterium_sanguisorba	ddPriFari1	2	31	98.726	100	0	1.27402	NA	1381284865	953455803	1043634460	368151838	402971951	49.4282	75.8263	0.177402	0.177402
Primula_farinosa	ddPriFari1	2	31	98.726	100	0	1.27402	NA	1381284865	953455803	1043634460	368151838	402971951	49.4282	75.8263	0.177402	0.177402
Primula_scotica	ddPriScot1	2	31	95.3283	96.5406	3.45939	4.67174	NA	1065959847	768338945	860107444	240755021	269510204	53.7524	84.185	0.744281	0.744281
Primula_veris	ddPriVeri1	2	31	99.5557	99.5932	0.406849	0.444335	NA	511064168	247015311	247584826	263461060	264068493	82.1458	97.9517	0.14706	0.14706
Primula_vulgaris	ddPriVulg1	2	31	99.3634	99.4086	0.59144	0.636645	NA	466644079	208208516	209214724	257313412	258556928	81.6973	97.3744	0.145486	0.145486
Prunella_vulgaris	daPruVulg3	2	31	99.8223	99.8516	0.14842	0.177676	NA	623296075	299810279	300478995	322792223	323512200	75.8762	95.1177	0.0739677	0.0739677
Prunus_avium	drPruAviu1	2	31	99.5839	99.6075	0.392468	0.416105	NA	371976388	199021897	199423513	172579933	172928190	80.0793	92.2658	0.141202	0.141202
Prunus_domestica	drPruDome1	6	31	NA	NA	NA	NA	NA	250921033	102688165	107347065	142787838	149266037	84.6335	93.2569	0.109921	0.109921
Prunus_laurocerasus	drPruLaur1	2	31	92.8869	96.2358	3.76421	7.11314	NA	219985404	127289471	129337194	90954480	92417677	67.0538	90.448	1.33545	1.33545
Prunus_lusitanica	drPruLusi1	2	31	95.0179	96.3632	3.63683	4.98212	NA	401603566	266060334	284740131	122370040	130961503	53.184	73.7677	1.17639	1.17639
Prunus_padus	drPruPadu1	2	31	99.2174	99.2364	0.763613	0.782619	NA	514885490	233842421	234262967	280580911	281085512	83.5572	95.1985	0.132048	0.132048
Prunus_spinosa	drPruSpin1	4	31	NA	NA	NA	NA	NA	248549956	108925697	109735188	138707512	139738329	86.8603	98.2093	0.20868	0.20868
Pseudofumaria_lutea	dmPseLute1	2	31	96.0667	96.1596	3.84037	3.93326	NA	298789686	117645498	117939093	180772289	181223421	86.5796	92.2065	0.150389	0.150389
Pseudognaphalium_luteoalbum	daPseLute1	2	31	99.7734	99.8263	0.173697	0.226596	NA	928210612	510287353	512410569	416000199	417731104	70.7875	91.0302	0.192393	0.192393
Pulicaria_dysenterica	daPulDyse1	2	31	99.1234	99.1954	0.804555	0.876561	NA	957753241	498479707	501607958	456287045	459150513	54.4804	96.776	0.281755	0.281755
Pulicaria_vulgaris	daPulVulg1	2	31	99.6507	99.8173	0.182655	0.349262	NA	1218168257	503877911	506107434	711607186	714755854	76.9275	96.6965	0.12005	0.12005
Pyrola_rotundifolia	ddPyrRotu1	2	31	99.5982	99.6452	0.354829	0.401813	NA	3163845045	1824821018	1834504673	1330673658	1337735054	71.9437	96.3438	0.160293	0.160293
Pyrus_communis	drPyrComm1	2	31	98.3991	98.4146	1.5854	1.60095	NA	519681602	186063485	186378261	333179269	333742931	87.4247	98.4207	0.14648	0.14648
Quercus_cerris	dhQueCerr2	2	31	98.4388	98.5269	1.47307	1.56115	NA	1619301177	729589186	737559008	880963171	890586559	80.7869	97.7487	0.131041	0.131041
Quercus_ilex	dhQueIlex1	2	31	98.3373	98.3634	1.63661	1.66268	NA	863459818	355560293	356420264	506857847	508083752	82.8275	96.6423	0.137852	0.137852
Quercus_petraea	dhQuePetr1	2	31	98.4041	98.4292	1.57077	1.59594	NA	854073691	371395103	372368447	481562345	482824412	81.7966	97.0725	0.135825	0.135825
Quercus_robur	dhQueRobu3	2	31	99.6363	100	0	0.363695	NA	15519206100 bp 	13141850469 bp 13531268907 bp 		2154040839	2217869234	22.6034	95.0428	0.101435	0.101435
Quercus_robur	dhQueRobu92	2	31	98.3525	98.384	1.61605	1.6475	NA	846417564	368564004	369435877	476854782	477982828	84.6439	92.9199	0.117655	0.117655
Ranunculus_acris	dmRanAcri1	2	31	98.2318	98.3573	1.64266	1.76819	NA	4626335109	3571163959	3670048751	992845795	1020337490	58.2838	94.0222	0.23074	0.23074
Ranunculus_auricomus	dmRanAuri1	4	31	NA	NA	NA	NA	NA	2864664240	2329507120	2451034862	464138918	488352518	56.4284	88.2201	0.125129	0.125129
Ranunculus_bulbosus	dmRanBulb1	2	31	98.0916	98.2674	1.73263	1.90844	NA	5145798295	3991149200	4090197531	1092343702	1119452391	55.8259	93.7158	0.192499	0.192499
Ranunculus_flammula	dmRanFlam1	2	31	94.2247	96.4738	3.52617	5.77528	NA	1988842209	1623576696	1685844463	328535920	341136001	43.8551	80.0966	0.690925	0.690925
Ranunculus_lingua	dmRanLing1	2	31	96.031	97.3629	2.63709	3.96895	NA	6370266979	4950911338	5505354251	1098581608	1221609621	53.4522	91.817	0.404227	0.404227
Ranunculus_omiophyllus	dmRanOmio1	2	31	90.5052	96.8793	3.12067	9.49485	NA	1560095565	1019680449	1029646292	532865112	538073067	61.9738	86.152	0.132049	0.132049
Ranunculus_repens	dmRanRepe1	2	31	96.0246	97.039	2.96096	3.97541	NA	1775154475	1520079074	1608020601	206534419	218483109	40.0219	85.498	0.949495	0.949495
Ranunculus_sardous	dmRanSard1	2	31	98.4518	98.5064	1.49361	1.54825	NA	2945729243	2179491901	2192327172	757614261	762075936	69.5689	96.2848	0.119019	0.119019
Ranunculus_sceleratus	dmRanScel1	4	31	NA	NA	NA	NA	NA	773668620	600329484	601575872	172537664	172895883	80.5956	93.3616	0.110498	0.110498
Raphanus_raphanistrum	ddRapRaph1	2	31	98.7837	98.8196	1.18042	1.21625	NA	525385570	292523305	294449096	231144171	232665880	83.0567	95.2889	0.1349	0.1349
Reseda_lutea	ddResLute1	4	31	NA	NA	NA	NA	NA	452349795	289400759	291903756	161009646	162402202	81.2403	92.9826	0.0884225	0.0884225
Reseda_luteola	ddResLuto1	2	31	99.7037	99.7336	0.266414	0.29627	NA	524659600	252461347	253230478	271401485	272228318	78.8655	91.4463	0.105713	0.105713
Reynoutria_japonica	dcReyJapo1	4	31	NA	NA	NA	NA	NA	2113094158	1155030612	1164441314	949524816	957261144	77.3461	95.6677	0.135873	0.135873
Rhamnus_cathartica	drRhaCath1	2	31	98.7331	98.7736	1.22641	1.26693	NA	512611625	324758540	326158973	186752582	187557901	70.4872	96.6792	0.120979	0.120979
Rhinanthus_minor	daRhiMino1	2	31	99.867	99.9404	0.0596073	0.132983	NA	1231024739	898828179	903371115	329101228	330764600	62.6014	96.9285	0.0665717	0.0665717
Rhodiola_rosea	drRhoRose1	2	31	98.9146	99.0297	0.970267	1.08544	NA	614430480	405464265	409296095	206090066	208037715	66.7683	97.1851	0.267615	0.267615
Rhododendron_ponticum	ddRhoPont1	2	31	98.6477	98.6797	1.32034	1.35229	NA	685440469	338509576	339705277	345724580	346945766	78.1828	95.6022	0.153656	0.153656
Ribes_nigrum	drRibNigr1	2	31	99.1076	99.1466	0.853431	0.892434	NA	902540692	519143299	521421833	381425410	383099496	73.207	96.1735	0.0873847	0.0873847
Ribes_rubrum	drRibRubr1	2	31	99.3788	99.4179	0.58205	0.621199	NA	945655256	592743030	595263421	350910237	352402335	71.369	94.3724	0.0997846	0.0997846
Ribes_uva_crispa	drRibUvac1	2	31	98.6854	98.7414	1.25856	1.31456	NA	804479080	484066381	489106797	316267481	319560665	71.4245	97.422	0.0681344	0.0681344
Robinia_pseudoacacia	drRobPseu1	2	31	99.822	100	0	0.17803	NA	1247368679	747369071	803082083	456732134	490779466	78.7491	96.2197	0.0535411	0.0535411
Rorippa_islandica	ddRorIsla1	2	31	99.948	99.9626	0.0373852	0.0520207	NA	235770241	80231014	80324625	155401843	155583161	87.3271	95.2245	0.128661	0.128661
Rorippa_sylvestris	ddRorSylv1	4	31	NA	NA	NA	NA	NA	395653921	282601262	287147796	109920380	111688797	83.8689	94.2909	0.274044	0.274044
Rosa_agrestis	drRosAgre1	2	31	98.2449	98.3689	1.63114	1.75508	NA	1194022603	873330256	882495182	314492240	317792593	64.6643	87.0214	0.12875	0.12875
Rosa_canina	drRosCani1	5	31	NA	NA	NA	NA	NA	490883397	254855762	255988761	234941317	235985783	84.1481	92.5169	0.111103	0.111103
Rosa_rubiginosa	drRosRubi1	6	31	NA	NA	NA	NA	NA	408870126	170444057	172394272	236113391	238814993	73.8322	84.2386	0.137626	0.137626
Rosa_rugosa	drRosRugo1	2	31	98.9771	99.0148	0.98521	1.02287	NA	387048261	167184337	168218319	218674396	220026827	77.7274	96.6601	0.13477	0.13477
Rosa_spinosissima	drRosSpin1	4	31	NA	NA	NA	NA	NA	408235751	218139664	219138889	189165354	190031858	82.4749	94.8312	0.103498	0.103498
Rubus_caesius	drRubCaes1	4	31	NA	NA	NA	NA	NA	335160568	183040968	183851957	151380387	152051099	79.1427	93.1877	0.162673	0.162673
Rubus_chamaemorus	drRubCham2	2	31	93.218	97.1742	2.82582	6.78203	NA	578607293	392368570	396532983	183200438	185144841	65.9331	73.1635	0.657757	0.657757
Rubus_idaeus	drRubIdae1	2	31	98.9617	98.9792	1.02085	1.03834	NA	285765523	114380057	114552627	171170217	171428470	83.733	95.0653	0.169281	0.169281
Rumex_acetosa	dcRumAcet1	2	31	94.1198	96.5555	3.44454	5.88019	NA	887734780	722135975	749216067	149555410	155163736	42.3117	78.4224	0.911967	0.911967
Rumex_acetosella	dcRumAceo1	4	31	NA	NA	NA	NA	NA	1021284831	719496705	724282641	298413888	300398872	78.2212	95.1544	0.0874778	0.0874778
Rumex_hydrolapathum	dcRumHydr1	5	31	NA	NA	NA	NA	NA	1262238296	1145539408	1150719947	113857591	114372495	76.724	88.1243	0.115044	0.115044
Rumex_obtusifolius	dcRumObtu1	2	31	89.1251	97.4783	2.52169	10.8749	NA	573035268	323691782	324521211	248611188	249248231	79.9555	87.6722	0.214813	0.214813
Rumex_sanguineus	dcRumSang1	2	31	99.9151	99.9337	0.0663076	0.0848527	NA	759089453	393540893	394191393	364922231	365525426	55.5746	96.0842	0.204705	0.204705
Sabulina_verna	dcSabVern1	2	31	98.287	98.3629	1.63712	1.71302	NA	834983935	531936241	540897265	296131120	301119760	67.952	97.2037	0.16961	0.16961
Sagina_nodosa	dcSagNodo1	2	31	99.6323	99.6757	0.324256	0.367727	NA	528525706	247988330	248707213	279773529	280584554	76.172	97.8817	0.220975	0.220975
Sagina_procumbens	dcSagProc1	2	31	99.6919	99.7239	0.276099	0.308139	NA	461267453	185260202	185787295	275352924	276136345	77.207	94.9289	0.810503	0.810503
Salicornia_ramosissima	dcSalRamo1	2	31	99.8607	99.9056	0.0943836	0.139315	NA	577890062	250694176	251988714	325711492	327393406	77.8777	88.6632	0.118001	0.118001
Salix_alba	ddSalAlba3	4	31	NA	NA	NA	NA	NA	389295323	231341221	231653688	157691550	157904541	89.8978	94.6681	0.161226	0.161226
Salix_arbuscula	ddSalArbu1	2	31	98.4906	98.5094	1.49061	1.50935	NA	372842338	148542560	148808054	223967176	224367479	82.4146	96.6003	0.151175	0.151175
Salix_aurita	ddSalAuri1	2	31	98.3084	98.3511	1.64891	1.69156	NA	370583087	153412443	154159870	216272279	217325960	79.5736	98.4792	0.156276	0.156276
Salix_caprea	ddSalCapr1	2	31	98.6797	98.6971	1.30294	1.32027	NA	374363573	147794539	148048530	226247906	226636723	84.651	97.5249	0.181559	0.181559
Salix_cinerea	ddSalCine1	4	31	NA	NA	NA	NA	NA	327047716	107848488	108141960	218755463	219350729	89.9954	89.9954	0.181205	0.181205
Salix_euxina	ddSalEuxi1	2	31	99.2768	99.2919	0.708082	0.723181	NA	717418320	292040549	292463796	424858655	425474392	86.2413	96.98	0.135521	0.135521
Salix_herbacea	ddSalHerb5	2	31	98.35	98.3721	1.6279	1.64995	NA	377390925	154727237	155079082	222235574	222740930	81.1798	97.0303	0.12552	0.12552
Salix_herbacea	ddSalHerb6	2	31	98.351	98.3743	1.62572	1.64896	NA	399767495	176953848	177419886	222288602	222874037	79.5197	97.1466	0.128681	0.128681
Salix_lanata	ddSalLana11	2	31	98.6701	98.6926	1.30738	1.32989	NA	380052235	152923620	153215492	226766620	227199430	85.9213	93.8477	0.131851	0.131851
Salix_lapponum	ddSalLapp1	2	31	98.1433	98.1806	1.81942	1.85673	NA	325340024	121675866	122469106	202610534	203931411	84.589	95.5821	0.411769	0.411769
Salix_myrsinifolia	ddSalMyrs1	4	31	NA	NA	NA	NA	NA	553872416	387637609	388855196	165367662	165887089	85.5787	94.2675	0.241117	0.241117
Salix_phylicifolia	ddSalPhyl1	4	31	NA	NA	NA	NA	NA	548403215	379875276	381822233	167129753	167986335	84.0085	92.7312	0.324024	0.324024
Salix_purpurea	ddSalPurp1	2	31	98.6637	98.6828	1.31719	1.33635	NA	404876340	174138293	174525846	230288512	230801030	84.3665	97.7638	0.158668	0.158668
Salix_repens	ddSalRepe1	2	31	97.6982	97.7217	2.27831	2.30184	NA	345676538	126120062	126360935	219227006	219645702	83.3573	96.2484	0.256276	0.256276
Salix_reticulata	ddSalReti1	2	31	99.2627	99.2919	0.708143	0.737305	NA	462741207	232896892	233512309	229234542	229840281	81.0441	90.3227	0.106901	0.106901
Salix_triandra	ddSalTria1	4	31	NA	NA	NA	NA	NA	342970005	109885710	112386647	229268244	234486260	73.9057	79.6485	0.0941029	0.0941029
Salix_viminalis	ddSalVimi1	2	31	98.6323	98.6611	1.33891	1.36768	NA	304189745	100212966	100788645	203108051	204274818	85.6241	96.2433	0.131512	0.131512
Salvia_pratensis	daSalPrat1	2	31	99.2349	99.2651	0.734852	0.765137	NA	444734054	254682714	255681220	189182935	189924643	77.6558	96.6026	0.131892	0.131892
Salvia_verbenaca	daSalVerb1	4	31	NA	NA	NA	NA	NA	672684192	434616878	436010826	236992012	237752117	72.8465	86.869	0.0640238	0.0640238
Sambucus_ebulus	daSamEbul1	2	31	96.3831	97.4148	2.58524	3.61687	NA	68882343	56678139	61027651	9749541	10497726	41.2648	86.1068	4.17755	4.17755
Sambucus_nigra	daSamNigr1	2	31	99.1202	99.1702	0.829824	0.879814	NA	12104953991 bp 	6333023526	6370226870	5736582841	5770282395	72.2673	98.3868	0.110044	0.110044
Samolus_valerandi	ddSamVale1	4	31	NA	NA	NA	NA	NA	285484893	106575821	106730921	178701641	178961706	86.5934	90.9703	0.371159	0.371159
