species	assembly	level	assembly_length	assembly_ungapped_length	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent
Geranium rotundifolium	drGerRotu1.1	Chromosome	496995860	496856260	drGerRotu1	2	31	99.6489	99.6909	0.309073	0.35108	501828477	504435722	189441918	190426162	312386558	314009560	79.0613	88.1466	0.105955	0.105955
Geum rivale	drGeuRiva1.hap1.1	Chromosome	1047505177	1047495360	drGeuRiva1	2	31	98.9094	98.9384	1.06162	1.09062	1065492011	1068667760	549305421	550942651	516186590	517725108	77.5505	96.7468	0.261314	0.261314
Geum rivale	drGeuRiva1.hap2.1	Scaffold	1031235461	1031224861	drGeuRiva1	2	31	98.9094	98.9384	1.06162	1.09062	1065492011	1068667760	549305421	550942651	516186590	517725108	77.5505	96.7468	0.261314	0.261314
Geum urbanum	drGeuUrba1.1 alternate haplotype	Contig	384893071	384893071	drGeuUrba1	2	31	79.8977	100	0	20.1023	651158821	653631103	314991401	316187343	336167420	337443761	72.6498	89.154	0.354073	0.354073
Geum urbanum	drGeuUrba1.1	Chromosome	1304378891	1304361491	drGeuUrba1	2	31	79.8977	100	0	20.1023	651158821	653631103	314991401	316187343	336167420	337443761	72.6498	89.154	0.354073	0.354073
Glaucium flavum	dmGlaFlav1.hap1.1	Chromosome	829248337	829246237	dmGlaFlav1	2	31	99.7845	100	0	0.21554	972542682	977147743	622426836	625374073	350115846	351773670	67.018	97.749	0.108546	0.108546
Glaucium flavum	dmGlaFlav1.hap2.1	Scaffold	828283798	828280398	dmGlaFlav1	2	31	99.7845	100	0	0.21554	972542682	977147743	622426836	625374073	350115846	351773670	67.018	97.749	0.108546	0.108546
Glaux maritima	ddGlaMari2.hap1.1	Chromosome	1323519841	1323499141	ddGlaMari2	2	31	99.4317	99.4583	0.541739	0.568316	1344013474	1346363962	407938033	408651459	936075441	937712503	84.969	96.898	0.0822431	0.0822431
Glaux maritima	ddGlaMari2.hap2.1	Scaffold	1293096983	1292772683	ddGlaMari2	2	31	99.4317	99.4583	0.541739	0.568316	1344013474	1346363962	407938033	408651459	936075441	937712503	84.969	96.898	0.0822431	0.0822431
Glechoma hederacea	daGleHede1.hap1.1	Chromosome	753334131	753271931	daGleHede1	4	31					435657768	436763535	238369223	238974241	197288544	197789293	83.8094	92.4593	0.160488	0.160488
Glechoma hederacea	daGleHede1.hap2.1	Scaffold	741838258	741774258	daGleHede1	4	31					435657768	436763535	238369223	238974241	197288544	197789293	83.8094	92.4593	0.160488	0.160488
Gnaphalium supinum	daGnaSupi1.hap1.1	Chromosome	1062158553	1062117353	daGnaSupi1	2	31	99.879	99.9062	0.0937574	0.120955	1081468189	1083306954	576242425	577222181	505225764	506084774	79.9216	96.7816	0.229156	0.229156
Gnaphalium supinum	daGnaSupi1.hap2.1	Scaffold	1054330278	1054287078	daGnaSupi1	2	31	99.879	99.9062	0.0937574	0.120955	1081468189	1083306954	576242425	577222181	505225764	506084774	79.9216	96.7816	0.229156	0.229156
Gnaphalium uliginosum	daGnaUlig1.1 alternate haplotype	Contig	14642887	14642887	daGnaUlig1	2	31	99.933	99.9485	0.0514999	0.066979	368706480	369099547	126222398	126356960	242484082	242742587	86.7542	96.8715	0.392115	0.392115
Gnaphalium uliginosum	daGnaUlig1.1	Chromosome	354384338	354363738	daGnaUlig1	2	31	99.933	99.9485	0.0514999	0.066979	368706480	369099547	126222398	126356960	242484082	242742587	86.7542	96.8715	0.392115	0.392115
Grimmia atrata	cbGriAtra4.1	Chromosome	412926580	412596286	cbGriAtra4	2	31	99.5866	99.6161	0.383875	0.413364	360208779	361320305	151439176	151906485	208769602	209413820	81.1716	90.9436	0.314893	0.314893
Grimmia decipiens	cbGriDeci1.1 alternate haplotype	Contig	20206568	20206568	cbGriDeci1	2	31	99.2499	99.3392	0.660757	0.750054	607072133	609706994	251181087	252271283	355891046	357435711	80.0244	93.0705	0.896841	0.896841
Grimmia decipiens	cbGriDeci1.1	Chromosome	556277087	555988707	cbGriDeci1	2	31	99.2499	99.3392	0.660757	0.750054	607072133	609706994	251181087	252271283	355891046	357435711	80.0244	93.0705	0.896841	0.896841
Grimmia donniana	cbGriDonn2.1	Chromosome	332499531	332158766	cbGriDonn2	2	31	99.2845	99.3232	0.676821	0.715521	326756712	327391709	100273312	100468177	226483400	226923533	86.0822	96.4946	0.66509	0.66509
Grimmia elongata	cbGriElon5.1	Chromosome	393366778	393170678	cbGriElon5	1	31					319293979	320472717	122204927	122656072	197089051	197816645	78.5111	93.3312	0.951918	0.951918
Grimmia funalis	cbGriFuna3.1	Chromosome	271582219	271423619	cbGriFuna3	1	31					249582659	250308419	64938352	65127186	184644307	185181233	83.1134	93.9732	1.54442	1.54442
Grimmia pulvinata	cbGriPulv3.1 alternate haplotype	Contig	8487328	8487328	cbGriPulv3	1	31					507786306	509412681	115252174	115621312	392534132	393791369	85.3663	94.8727	1.16651	1.16651
Grimmia pulvinata	cbGriPulv3.1	Chromosome	476027777	475798977	cbGriPulv3	1	31					507786306	509412681	115252174	115621312	392534132	393791369	85.3663	94.8727	1.16651	1.16651
Hedera helix	drHedHeli1.1 alternate haplotype	Scaffold	1083831595	1083830589	drHedHeli13	2	31	98.6132	99.0758	0.924215	1.38682	1337089496	1361711652	691236491	703965431	645853005	657746221	73.8845	97.8769	0.195876	0.195876
Hedera helix	drHedHeli1.1 alternate haplotype	Scaffold	1083831595	1083830589	drHedHeli1	2	31	99.0729	99.0962	0.903822	0.927099	1306331321	1310040064	651521402	653371105	654809919	656668959	81.8399	97.2998	0.169481	0.169481
Hedera helix	drHedHeli1.1 alternate haplotype	Scaffold	1083831595	1083830589	drHedHeli4	2	31	94.0672	96.8094	3.19056	5.93279	170051067	179272284	142369816	150089984	27681251	29182299	38.2715	76.7271	2.32718	2.32718
Hedera helix	drHedHeli1.1	Chromosome	1199208466	1199132138	drHedHeli13	2	31	98.6132	99.0758	0.924215	1.38682	1337089496	1361711652	691236491	703965431	645853005	657746221	73.8845	97.8769	0.195876	0.195876
Hedera helix	drHedHeli1.1	Chromosome	1199208466	1199132138	drHedHeli1	2	31	99.0729	99.0962	0.903822	0.927099	1306331321	1310040064	651521402	653371105	654809919	656668959	81.8399	97.2998	0.169481	0.169481
Hedera helix	drHedHeli1.1	Chromosome	1199208466	1199132138	drHedHeli4	2	31	94.0672	96.8094	3.19056	5.93279	170051067	179272284	142369816	150089984	27681251	29182299	38.2715	76.7271	2.32718	2.32718
Hedera helix	drHedHeli1.2 alternate haplotype	Scaffold	1083235880	1083234874	drHedHeli13	2	31	98.6132	99.0758	0.924215	1.38682	1337089496	1361711652	691236491	703965431	645853005	657746221	73.8845	97.8769	0.195876	0.195876
Hedera helix	drHedHeli1.2 alternate haplotype	Scaffold	1083235880	1083234874	drHedHeli1	2	31	99.0729	99.0962	0.903822	0.927099	1306331321	1310040064	651521402	653371105	654809919	656668959	81.8399	97.2998	0.169481	0.169481
Hedera helix	drHedHeli1.2 alternate haplotype	Scaffold	1083235880	1083234874	drHedHeli4	2	31	94.0672	96.8094	3.19056	5.93279	170051067	179272284	142369816	150089984	27681251	29182299	38.2715	76.7271	2.32718	2.32718
Hedera helix	drHedHeli1.2	Chromosome	1198586830	1198510502	drHedHeli13	2	31	98.6132	99.0758	0.924215	1.38682	1337089496	1361711652	691236491	703965431	645853005	657746221	73.8845	97.8769	0.195876	0.195876
Hedera helix	drHedHeli1.2	Chromosome	1198586830	1198510502	drHedHeli1	2	31	99.0729	99.0962	0.903822	0.927099	1306331321	1310040064	651521402	653371105	654809919	656668959	81.8399	97.2998	0.169481	0.169481
Hedera helix	drHedHeli1.2	Chromosome	1198586830	1198510502	drHedHeli4	2	31	94.0672	96.8094	3.19056	5.93279	170051067	179272284	142369816	150089984	27681251	29182299	38.2715	76.7271	2.32718	2.32718
Hedwigia stellata	cbHedStel2.1	Chromosome	220256717	220211155	cbHedStel2	2	31	65.8901	100	0	34.1099	131929974	133155799	32995860	33302441	98934114	99853359	83.5469	92.0118	2.5228	2.5228
Heracleum sphondylium	drHerSpho1.hap1.1	Chromosome	2028217319	2028109719	drHerSpho1	2	31	98.7804	98.8337	1.16634	1.21965	2132243883	2142496953	1670934039	1678968863	461309844	463528090	66.3847	94.5814	0.0695601	0.0695601
Heracleum sphondylium	drHerSpho1.hap2.1	Scaffold	2027957199	2027853199	drHerSpho1	2	31	98.7804	98.8337	1.16634	1.21965	2132243883	2142496953	1670934039	1678968863	461309844	463528090	66.3847	94.5814	0.0695601	0.0695601
Herbertus hutchinsiae	cjHerHutc3.1	Chromosome	1091904923	1091588123	cjHerHutc2	1	31					1090158410	1101635404	496051203	501273542	594107207	600361862	65.8241	94.6823	1.16886	1.16886
Herbertus hutchinsiae	cjHerHutc3.1	Chromosome	1091904923	1091588123	cjHerHutc3	1	31					1037126943	1040843364	475377126	477080584	561749816	563762780	72.9781	92.993	0.610931	0.610931
Herbertus stramineus	cjHerStra2.1	Chromosome	1015019242	1014771740	cjHerStra2	1	31					929734473	946463566	487046717	495810348	442687756	450653218	62.4937	94.8848	1.08304	1.08304
Heterocladium heteropterum	cbHetHete15.1	Chromosome	332921871	332808871	cbHetHete15	1	31					286021354	286550138	63071455	63188059	222949898	223362078	89.2974	92.1716	0.642699	0.642699
Heterocladium heteropterum	cbHetHete15.2	Chromosome	332921871	332808871	cbHetHete15	1	31					286021354	286550138	63071455	63188059	222949898	223362078	89.2974	92.1716	0.642699	0.642699
Hibiscus tridactylites	ddHibTrid2.1 alternate haplotype	Contig	110114145	110114145	ddHibTrid2	4	31					1275339477	1576067391	788485518	974412174	486853960	601655217	69.4452	91.1804	0.149053	0.149053
Hibiscus tridactylites	ddHibTrid2.1	Chromosome	2584164107	2583981107	ddHibTrid2	4	31					1275339477	1576067391	788485518	974412174	486853960	601655217	69.4452	91.1804	0.149053	0.149053
Hibiscus verdcourtii	ddHibVerd5.1	Chromosome	3027797144	3027620544	ddHibVerd5	2	31	90.2384	96.162	3.83804	9.76165	1527956452	1530661167	835235155	836713648	692721297	693947519	78.1284	90.6521	0.109387	0.109387
Hierochloe odorata	lpHieOdor1.hap1.1	Chromosome	3601763366	3601746966	lpHieOdor1	2	31	99.2056	99.2387	0.761315	0.794417	3660601550	3672494087	2198682785	2205825850	1461918765	1466668236	74.5563	95.1583	0.103045	0.103045
Hierochloe odorata	lpHieOdor1.hap2.1	Scaffold	3598216173	3598197173	lpHieOdor1	2	31	99.2056	99.2387	0.761315	0.794417	3660601550	3672494087	2198682785	2205825850	1461918765	1466668236	74.5563	95.1583	0.103045	0.103045
Holcus mollis	lpHolMoll1.hap1.1	Chromosome	3865379649	3865213615	lpHolMoll1	2	31	97.8577	98.0031	1.99689	2.14229	2959783643	3028315212	2058492325	2106155170	901291318	922160042	62.3763	92.2027	0.214639	0.214639
Holcus mollis	lpHolMoll1.hap2.1	Chromosome	2440444810	2440348610	lpHolMoll1	2	31	97.8577	98.0031	1.99689	2.14229	2959783643	3028315212	2058492325	2106155170	901291318	922160042	62.3763	92.2027	0.214639	0.214639
Honckenya peploides	dcHonPepl1.hap1.1	Chromosome	3591154256	3591079856	dcHonPepl1	2	31	99.7149	100	0	0.285067	3557987504	3598652582	2523615778	2552458777	1034371726	1046193805	63.2905	94.8729	0.17044	0.17044
Honckenya peploides	dcHonPepl1.hap2.1	Scaffold	3583005991	3582933191	dcHonPepl1	2	31	99.7149	100	0	0.285067	3557987504	3598652582	2523615778	2552458777	1034371726	1046193805	63.2905	94.8729	0.17044	0.17044
Honckenya peploides	dcHonPepl1.hap2.2	Scaffold	3583005991	3582933191	dcHonPepl1	2	31	99.7149	100	0	0.285067	3557987504	3598652582	2523615778	2552458777	1034371726	1046193805	63.2905	94.8729	0.17044	0.17044
Hordeum vulgare	lpHorVulg1.hap2.1	Chromosome	4046571490	4046410490	lpHorVulg1	2	31	99.8895	99.9456	0.054411	0.110458	4465020255	4478700765	2892415769	2901277929	1572604486	1577422836	71.0372	97.3955	0.0626991	0.0626991
Hordeum vulgare	lpHorVulg1.hap1.1	Chromosome	4196682020	4196495020	lpHorVulg1	2	31	99.8895	99.9456	0.054411	0.110458	4465020255	4478700765	2892415769	2901277929	1572604486	1577422836	71.0372	97.3955	0.0626991	0.0626991
Hottonia palustris	ddHotPalu2.hap1.1	Chromosome	743026818	742925818	ddHotPalu2	2	31	99.8175	100	0	0.182522	838779610	841490869	377171825	378390989	461607785	463099880	80.8235	98.5626	0.0819972	0.0819972
Hottonia palustris	ddHotPalu2.hap2.1	Chromosome	740387802	740291202	ddHotPalu2	2	31	99.8175	100	0	0.182522	838779610	841490869	377171825	378390989	461607785	463099880	80.8235	98.5626	0.0819972	0.0819972
Humulus lupulus	drHumLupu1.1 alternate haplotype	Scaffold	2287612323	2287612072	drHumLupu1	2	31	99.5676	99.7798	0.220212	0.432416	2514319078	2527212163	1378011820	1385078077	1136307258	1142134087	69.5603	98.1418	0.111741	0.111741
Humulus lupulus	drHumLupu1.1	Chromosome	2488098718	2488073467	drHumLupu1	2	31	99.5676	99.7798	0.220212	0.432416	2514319078	2527212163	1378011820	1385078077	1136307258	1142134087	69.5603	98.1418	0.111741	0.111741
Hydrocotyle vulgaris	drHydVulg1.hap1.1	Chromosome	870397211	870345011	drHydVulg1	2	31	24.5849	100	0	75.4151	466805702	467646829	183225665	183555816	283580037	284091013	86.5187	91.9654	0.201115	0.201115
Hydrocotyle vulgaris	drHydVulg1.hap2.1	Scaffold	862856931	862803931	drHydVulg1	2	31	24.5849	100	0	75.4151	466805702	467646829	183225665	183555816	283580037	284091013	86.5187	91.9654	0.201115	0.201115
Hylocomiadelphus triquetrus	cbHylTriq8.1 alternate haplotype	Contig	88128084	88128084	cbHylTriq28	2	31	99.8324	99.859	0.140978	0.167637	475753605	476711198	167341417	167678240	308412188	309032958	80.3222	97.7864	0.839631	0.839631
Hylocomiadelphus triquetrus	cbHylTriq8.1 alternate haplotype	Contig	88128084	88128084	cbHylTriq8	2	31	99.759	99.814	0.185996	0.24103	506966911	508764137	190830723	191507229	316136188	317256908	78.3384	98.4306	1.01398	1.01398
Hylocomiadelphus triquetrus	cbHylTriq8.1 alternate haplotype	Contig	88128084	88128084	cbHylTriq9	2	31	99.8799	99.9694	0.0305731	0.120093	504205411	506201048	186874449	187614095	317330962	318586953	79.3588	99.0081	0.57985	0.57985
Hylocomiadelphus triquetrus	cbHylTriq8.1	Chromosome	472048547	472004147	cbHylTriq28	2	31	99.8324	99.859	0.140978	0.167637	475753605	476711198	167341417	167678240	308412188	309032958	80.3222	97.7864	0.839631	0.839631
Hylocomiadelphus triquetrus	cbHylTriq8.1	Chromosome	472048547	472004147	cbHylTriq8	2	31	99.759	99.814	0.185996	0.24103	506966911	508764137	190830723	191507229	316136188	317256908	78.3384	98.4306	1.01398	1.01398
Hylocomiadelphus triquetrus	cbHylTriq8.1	Chromosome	472048547	472004147	cbHylTriq9	2	31	99.8799	99.9694	0.0305731	0.120093	504205411	506201048	186874449	187614095	317330962	318586953	79.3588	99.0081	0.57985	0.57985
Hyocomium armoricum	cbHyoArmo16.1	Chromosome	333597675	333555275	cbHyoArmo16	1	31					325323937	325587643	66265425	66319140	259058511	259268503	91.8677	95.5788	0.269787	0.269787
Hypericum androsaemum	ddHypAndr1.1 alternate haplotype	Scaffold	358179309	358149909	ddHypAndr1	2	31	99.8328	99.8539	0.146053	0.167175	401881125	402584894	128362943	128587731	273518182	273997163	83.3331	96.4727	0.145257	0.145257
Hypericum androsaemum	ddHypAndr1.1	Chromosome	384544957	384499357	ddHypAndr1	2	31	99.8328	99.8539	0.146053	0.167175	401881125	402584894	128362943	128587731	273518182	273997163	83.3331	96.4727	0.145257	0.145257
Hypericum hircinum	ddHypHirc1.hap1.1	Chromosome	421803915	421770515	ddHypHirc1	2	31	99.8251	99.854	0.146014	0.174908	446599132	447497309	169183290	169523543	277415843	277973767	82.7931	97.1155	0.102243	0.102243
Hypericum hircinum	ddHypHirc1.hap2.1	Scaffold	403748682	403717482	ddHypHirc1	2	31	99.8251	99.854	0.146014	0.174908	446599132	447497309	169183290	169523543	277415843	277973767	82.7931	97.1155	0.102243	0.102243
Hypericum hirsutum	ddHypHirs1.hap1.1	Chromosome	338108656	338072656	ddHypHirs1	2	31	99.7194	99.7352	0.26476	0.280639	400667602	401264962	167169356	167418590	233498246	233846371	86.1252	96.8168	0.11003	0.11003
Hypericum hirsutum	ddHypHirs1.hap2.1	Scaffold	342848173	342817773	ddHypHirs1	2	31	99.7194	99.7352	0.26476	0.280639	400667602	401264962	167169356	167418590	233498246	233846371	86.1252	96.8168	0.11003	0.11003
Hypericum perforatum	ddHypPerf1.hap1.1	Chromosome	356621099	356607499	ddHypPerf1	4	31					395603569	397843749	176124791	177122131	219478778	220721618	85.4117	97.1276	0.186655	0.186655
Hypericum perforatum	ddHypPerf1.hap2.1	Scaffold	985472242	985445408	ddHypPerf1	4	31					395603569	397843749	176124791	177122131	219478778	220721618	85.4117	97.1276	0.186655	0.186655
Hypericum pulchrum	ddHypPulc1.hap1.1	Chromosome	373143241	373099041	ddHypPulc1	2	31	99.8355	99.8567	0.143287	0.164521	421635745	422244193	177237122	177492887	244398623	244751306	84.389	98.3427	0.0776395	0.0776395
Hypericum pulchrum	ddHypPulc1.hap2.1	Scaffold	367878709	367844309	ddHypPulc1	2	31	99.8355	99.8567	0.143287	0.164521	421635745	422244193	177237122	177492887	244398623	244751306	84.389	98.3427	0.0776395	0.0776395
Hypnum cupressiforme	cbHypCupr5.1	Chromosome	374411614	374389414	cbHypCupr5	1	31					381819128	389281833	111509959	113689435	270309170	275592398	77.064	95.2948	1.54983	1.54983
Ilex aquifolium	drIleAqui2.1 alternate haplotype	Scaffold	725323136	725322711	drIleAqui2	2	31	99.0067	99.0307	0.969327	0.993279	814636163	816648436	367205733	368112786	447430430	448535650	81.1427	95.086	0.151199	0.151199
Ilex aquifolium	drIleAqui2.1	Chromosome	799967978	799957178	drIleAqui2	2	31	99.0067	99.0307	0.969327	0.993279	814636163	816648436	367205733	368112786	447430430	448535650	81.1427	95.086	0.151199	0.151199
Impatiens glandulifera	dImpGla2.1 alternate haplotype	Scaffold	421451920	421447358	ddImpGlad1	2	31	98.7406	98.7724	1.22764	1.25936	827031261	830470794	440835166	442668551	386196095	387802243	79.757	97.0583	0.124776	0.124776
Impatiens glandulifera	dImpGla2.1	Chromosome	653879104	653571769	ddImpGlad1	2	31	98.7406	98.7724	1.22764	1.25936	827031261	830470794	440835166	442668551	386196095	387802243	79.757	97.0583	0.124776	0.124776
Impatiens noli tangere	ddImpNoli1.hap1.1	Chromosome	591156323	591121923	ddImpNoli1	2	31	99.8364	100	0	0.163559	641511883	645887659	337094911	339394247	304416973	306493412	75.2601	97.9625	0.16398	0.16398
Impatiens noli tangere	ddImpNoli1.hap2.1	Scaffold	584760610	584727610	ddImpNoli1	2	31	99.8364	100	0	0.163559	641511883	645887659	337094911	339394247	304416973	306493412	75.2601	97.9625	0.16398	0.16398
Impatiens parviflora	ddImpParv1.hap1.1	Chromosome	1754528848	1754268248	ddImpParv1	2	31	99.777	100	0	0.223027	1972901243	1988834999	1197766531	1207440061	775134712	781394938	70.9159	96.1346	0.0757976	0.0757976
Impatiens parviflora	ddImpParv1.hap2.1	Scaffold	1642216661	1642017061	ddImpParv1	2	31	99.777	100	0	0.223027	1972901243	1988834999	1197766531	1207440061	775134712	781394938	70.9159	96.1346	0.0757976	0.0757976
Inula conyza	daInuConz1.hap1.1	Chromosome	3354090705	3353305705	daInuConz1	2	31	88.5665	97.8311	2.16887	11.4335	1693898117	1698035365	1116007728	1118733512	577890389	579301853	73.3064	85.9903	0.168921	0.168921
Inula conyza	daInuConz1.hap2.1	Scaffold	3313702603	3312967603	daInuConz1	2	31	88.5665	97.8311	2.16887	11.4335	1693898117	1698035365	1116007728	1118733512	577890389	579301853	73.3064	85.9903	0.168921	0.168921
Inula salicina	daInuSali1.hap1.1	Chromosome	1530290090	1530103890	daInuSali1	2	31	98.7158	98.7942	1.20582	1.28422	1541507404	1552110971	904192342	910412010	637315062	641698961	67.5348	97.2948	0.0672487	0.0672487
Inula salicina	daInuSali1.hap2.1	Chromosome	1549176105	1548979305	daInuSali1	2	31	98.7158	98.7942	1.20582	1.28422	1541507404	1552110971	904192342	910412010	637315062	641698961	67.5348	97.2948	0.0672487	0.0672487
Iris foetidissima	lsIriFoet1.hap1.1	Chromosome	6994326806	6993956206	lsIriFoet1	2	31	99.7663	99.8055	0.194476	0.233741	7136610547	7160314974	4954577917	4971034669	2182032631	2189280306	69.2672	95.2611	0.0726042	0.0726042
Iris foetidissima	lsIriFoet1.hap2.1	Scaffold	6884123664	6883657264	lsIriFoet1	2	31	99.7663	99.8055	0.194476	0.233741	7136610547	7160314974	4954577917	4971034669	2182032631	2189280306	69.2672	95.2611	0.0726042	0.0726042
Isopterygiella pulchella	cbIsoPulc3.1	Chromosome	641620782	641324382	cbIsoPulc3	1	31					604400900	605882229	220063272	220602626	384337628	385279603	84.3537	93.0497	0.690143	0.690143
Isopterygiella pulchella	cbIsoPulc3.2	Chromosome	641620782	641324382	cbIsoPulc3	1	31					604400900	605882229	220063272	220602626	384337628	385279603	84.3537	93.0497	0.690143	0.690143
Isothecium myosuroides	cbIsoMyos1.1	Chromosome	388278473	388267673	cbIsoMyos1	2	31	99.8919	99.9077	0.0922822	0.108113	386462041	386968838	105239977	105377986	281222064	281590851	86.2751	96.8529	0.729172	0.729172
Jacobaea maritima	daJacMari1.hap1.1	Chromosome	2191046023	2190590623	daJacMari1	4	31					1111370240	1118587740	814137188	819424387	297233052	299163353	64.7467	88.8852	0.0823726	0.0823726
Jacobaea maritima	daJacMari1.hap2.1	Scaffold	2193897259	2193454259	daJacMari1	4	31					1111370240	1118587740	814137188	819424387	297233052	299163353	64.7467	88.8852	0.0823726	0.0823726
